Character,Line
Leslie Knope,"I just hope that you can forgive me, Ken."
Leslie Knope,There's something else.
Leslie Knope,I would like to go on record and say that
Leslie Knope,He really plays white people like a fiddle.
Leslie Knope,Wow.
Leslie Knope,It's amazing to watch.
Leslie Knope,"In the spirit of fair play, I suggest we put on these authentic Wamapoke headdresses and dance around the table."
Leslie Knope,"Oh, we do."
Leslie Knope,"I mean, you are such an inspiration."
Leslie Knope,Still going strong at 82.
Leslie Knope,Paula Horke was Pawnee's first female city councilor a huge inspiration to me.
Leslie Knope,"Women have come a long way in Pawnee, but we still have quite a ways to go."
Leslie Knope,"I mean, technically, I'm not allowed to reserve this conference room without my husband or father's signature."
Leslie Knope,"Well, I am happy to report that it is now a pervert free people's club."
Leslie Knope,"Well, yeah, things aren't perfect."
Leslie Knope,Are you kidding me?
Leslie Knope,That is horrible.
Leslie Knope,They don't do that to me.
Leslie Knope,Do they do that to me?
Leslie Knope,Man pigs.
Leslie Knope,All of them.
Leslie Knope,"You know what, I'm gonna get that commission going, because this inequality has gone on long enough."
Leslie Knope,She's kidding.
Leslie Knope,"April, stop it."
Leslie Knope,She ugh.
Leslie Knope,Oh.
Leslie Knope,I didn't know where you were going with that.
Leslie Knope,Yeah!
Leslie Knope,That's what you're calling her now.
Leslie Knope,So the commission?
Leslie Knope,Great.
Leslie Knope,"Oh, my God."
Leslie Knope,You're kidding me.
Leslie Knope,"Excuse me, everyone."
Leslie Knope,Did anyone notice that there are no women on the Gender Equality Commission?
Leslie Knope,"Yes, okay, we are gonna need to rebalance this commission."
Leslie Knope,"Well, Councilman Milton, I did put the snacks together, and they are delicious, I must say, but that is not the point."
Leslie Knope,"No, I don't!"
Leslie Knope,This is my commission!
Leslie Knope,Is it possible you're thinking about light bulbs?
Leslie Knope,Or your hip?
Leslie Knope,"Incoherent ramblings aside, I've done some research, and the female employment rate in government is abysmal."
Leslie Knope,The number one offender: Sanitation.
Leslie Knope,"No, no, no, stop celebrating."
Leslie Knope,"Why are there no female garbage collectors, Steve?"
Leslie Knope,"You have one woman, and she's a secretary."
Leslie Knope,"Garbage collectors make good wages, they have good benefits, and they are the smelly glue that keeps this city together."
Leslie Knope,You need to hire more women.
Leslie Knope,"Oh, no?"
Leslie Knope,"Okay, so I took extensive notes on ways to maximize our efficiency, because we can't be just as good as the men."
Leslie Knope,We have to be better.
Leslie Knope,"April, I love you, but I don't need your sarcasm right now."
Leslie Knope,"Actually, yeah."
Leslie Knope,That's what's in the binder on every page because I believe in being thorough.
Leslie Knope,Oh!
Leslie Knope,"Wow, that's weird."
Leslie Knope,"You know, with us being women and all, you'd think our boobs would get in the way."
Leslie Knope,Tough stuff.
Leslie Knope,Google Earth Always taking pics.
Leslie Knope,Let's move it out!
Leslie Knope,A new challenge?
Leslie Knope,"Bring it on, Stevie boy."
Leslie Knope,Whoo!
Leslie Knope,"April, let's finish up!"
Leslie Knope,We have some stereotypes to overcome.
Leslie Knope,Yeah!
Leslie Knope,"Wait, no."
Leslie Knope,"Ah, easy, breezy, beautiful."
Leslie Knope,That's the covergirl slogan.
Leslie Knope,I didn't mean to say that.
Leslie Knope,"Okay, here we go!"
Leslie Knope,On three!
Leslie Knope,"One, two, three, move it."
Leslie Knope,"On four, five, six, here we go!"
Leslie Knope,"No, no, we don't need a hand."
Leslie Knope,"What, you think Joan of Arc needed a hand?"
Leslie Knope,Let me tell you something.
Leslie Knope,"We are not leaving until this symbolic feminist obstacle is loaded onto that truck of women's advancement, and you can put that on the record, Shauna."
Leslie Knope,Not at all.
Leslie Knope,"Hey, Shauna, maybe not put this part on the record."
Leslie Knope,"You know, leave the earlier part on the record, but if we can't get this fridge onto the truck then maybe not put that on the record, and then just destroy the record altogether."
Leslie Knope,Uhhuh.
Leslie Knope,The whole city is watching.
Leslie Knope,"If I can't move that fridge onto that truck, then feminism is over in this town."
Leslie Knope,I don't know why I thought sneaking up on it would work.
Leslie Knope,"We have to solve this problem, or they are going to point to this forever as a reason to not hire women."
Leslie Knope,I should never have taken the bait.
Leslie Knope,"It was just such tasty, righteously flavored bait."
Leslie Knope,"Yes, we are."
Leslie Knope,Hold on.
Leslie Knope,What do you mean?
Leslie Knope,"No, I understand animal sizes."
Leslie Knope,What do you mean they couldn't lift it?
Leslie Knope,Those Sanitation goons set us up.
Leslie Knope,You know what? Let's just go.
Leslie Knope,Just call it a tie.
Leslie Knope,Nobody can lift it.
Leslie Knope,"Okay, hold on."
Leslie Knope,Sir! Does this refrigerator still work?
Leslie Knope,"Okay, that's pretty good, right? ""Personal relationship."""
Leslie Knope,"I know you're not used to this, but maybe you should just try to keep it chill and see what happens."
Leslie Knope,"So do you think the soup kitchen could use that fridge? I mean, April and I were gonna haul it onto the truck effortlessly, but if you need it"
Leslie Knope,"Not only did we complete the garbage route and move an unmovable fridge, but the Sanitation department hired three new female trash haulers."
Leslie Knope,"And, best of all, April gave me this present to commemorate our feminist victory."
Leslie Knope,And it's trash.
Leslie Knope,It's filled with trash.
Leslie Knope,Maybe there's something on the bottom here.
Leslie Knope,"Let me see, No, just trash."
Leslie Knope,"Oh, my God."
Leslie Knope,"I'm so fine with it, Ann."
Leslie Knope,Seriously.
Leslie Knope,It's so fine.
Leslie Knope,As long as you and I are cool.
Leslie Knope,You know my code.
Leslie Knope,Hoes before bros.
Leslie Knope,Uteruses before duderuses.
Leslie Knope,Ovaries before brovaries.
Leslie Knope,You make such good coffee.
Leslie Knope,"But the thing is, Mark isn't my ex."
Leslie Knope,"You know, we slept together six years ago."
Leslie Knope,"Anyway, I'm over it."
Leslie Knope,Or am I?
Leslie Knope,I'm just kidding.
Leslie Knope,This is one of my greatest brainstorms ever.
Leslie Knope,"A community garden, right in the middle of the pit."
Leslie Knope,We're encouraging people to just come out and plant whatever they want.
Leslie Knope,And Tom and I sometimes get here early and help out.
Leslie Knope,People have just really embraced this and planted the coolest stuff.
Leslie Knope,And Tom is our master horticulturist.
Leslie Knope,He knows all the scientific names for everything.
Leslie Knope,"Right, Tom?"
Leslie Knope,Like this.
Leslie Knope,"What's this, Tom?"
Leslie Knope,And those over there?
Leslie Knope,Growing beautifully.
Leslie Knope,"Look, someone planted something new."
Leslie Knope,What's this?
Leslie Knope,"What do you think, carrots?"
Leslie Knope,"If that's true, we have a garden pest on our hands."
Leslie Knope,Maybe some kind of spice?
Leslie Knope,"Ron, did you get my texts?"
Leslie Knope,Did you get my emails?
Leslie Knope,Did you see that I paged you?
Leslie Knope,Did you check your voicemail?
Leslie Knope,We have a criminal emergency on our hands.
Leslie Knope,Someone planted a gateway drug in the community garden.
Leslie Knope,That'll leak to the press.
Leslie Knope,"Then there'll be an investigation, and they'll find my fingerprints on the manure, and then we'll lose our funding."
Leslie Knope,And we never will if this gets out.
Leslie Knope,"Look, I will call the cops, but just give me one day to deal with this internally, okay?"
Leslie Knope,Thank you.
Leslie Knope,"And listen, if this thing blows up, I was never here."
Leslie Knope,We need to find out who we're dealing with.
Leslie Knope,Who is this person?
Leslie Knope,Who is this kingpin?
Leslie Knope,"I would like to be President someday, so, no, I have not smoked marijuana."
Leslie Knope,I ate a brownie once.
Leslie Knope,At a party in college.
Leslie Knope,It was intense.
Leslie Knope,"It was kind of indescribable, actually."
Leslie Knope,I felt like I was floating.
Leslie Knope,Turns out there wasn't any pot in the brownie.
Leslie Knope,It was just an insanely good brownie.
Leslie Knope,"You know, if we catch him, then we avoid a scandal."
Leslie Knope,"Cause we flip the headline, and it's not ""Community Garden Infested With Pot."""
Leslie Knope,"It's ""Brave Public Servants Rid Neighborhood of Drugs, Earn Praise from Mayor, comma, Everyone."""
Leslie Knope,We got to catch this guy.
Leslie Knope,"Get the van, meet me at 7:00."
Leslie Knope,It's stakeout time.
Leslie Knope,I have stakeout supplies.
Leslie Knope,This is stuff that we're probably going to need.
Leslie Knope,"We have notepads, pencils and pencil case."
Leslie Knope,Shakable whipped cream.
Leslie Knope,Cameras.
Leslie Knope,Gorp.
Leslie Knope,And candy necklaces.
Leslie Knope,It's like we're real police.
Leslie Knope,And I made us a mix CD.
Leslie Knope,It's all filled with songs about people watching people.
Leslie Knope,It's mostly Sting.
Leslie Knope,"And look, I put our faces on there."
Leslie Knope,Are you going to wear that shirt?
Leslie Knope,Tommy Hilfiger?
Leslie Knope,Here you go.
Leslie Knope,"Well, here."
Leslie Knope,You should be wearing something like this.
Leslie Knope,Take this.
Leslie Knope,Wear black.
Leslie Knope,Black is what you wear on a stakeout.
Leslie Knope,"Okay, I have to figure out how this works."
Leslie Knope,Just let me focus up on this.
Leslie Knope,"Okay, now I need to just take a test shot and see how this goes."
Leslie Knope,Stop.
Leslie Knope,Stop.
Leslie Knope,Stop.
Leslie Knope,Stop.
Leslie Knope,"Oh, look."
Leslie Knope,It's Mark.
Leslie Knope,What?
Leslie Knope,I'm just checking to make sure this lens works.
Leslie Knope,Good.
Leslie Knope,Yeah.
Leslie Knope,Her name's Ann.
Leslie Knope,You know her name.
Leslie Knope,Her name's Ann.
Leslie Knope,I did.
Leslie Knope,"Yeah, I did."
Leslie Knope,"We were drunk, and he tried to kiss me, and I said, ""No, sir, Mark Brendanawicz."""
Leslie Knope,"""I don't need your business here."""
Leslie Knope,Get down.
Leslie Knope,"Shovel guitar, shovel guitar Somebody wants to play shovel guitar"
Leslie Knope,"Bucket drum, bucket drum You're not from here, right?"
Leslie Knope,But you moved to South Carolina from where?
Leslie Knope,"But you were conceived in Libya, right?"
Leslie Knope,Where did the name 'Haverford' come from?
Leslie Knope,What about Barack Obama?
Leslie Knope,"Oh, did you hear that noise?"
Leslie Knope,"Oh, my God."
Leslie Knope,It's the kingpin!
Leslie Knope,Write this down.
Leslie Knope,"Okay, white male, light brown hair."
Leslie Knope,"Oh, my God, it looks like Andy."
Leslie Knope,That is Andy.
Leslie Knope,Andy is the kingpin.
Leslie Knope,Andy.
Leslie Knope,Come here.
Leslie Knope,Quietly.
Leslie Knope,"Yeah, that's our community garden."
Leslie Knope,"Right, I know."
Leslie Knope,"Me, too."
Leslie Knope,"Listen, we're on a stakeout, okay?"
Leslie Knope,So why don't you come to the van and help us?
Leslie Knope,We're trying to catch the guy.
Leslie Knope,And maybe you could tell us what you've seen.
Leslie Knope,Okay.
Leslie Knope,Ann is great.
Leslie Knope,And I bet she really misses you.
Leslie Knope,I'm going to need more of these if I'm going to stay up tonight.
Leslie Knope,"Yeah, it's a necklace, made out of candy."
Leslie Knope,You want one?
Leslie Knope,"You know, there's a string in there."
Leslie Knope,Are you okay?
Leslie Knope,Maybe we should get you something more substantial to eat.
Leslie Knope,"So, Andy, do you, like, spy on Ann from the pit?"
Leslie Knope,I don't really know how healthy that is.
Leslie Knope,"I mean, you guys aren't even dating anymore."
Leslie Knope,She might be dating somebody else.
Leslie Knope,What?
Leslie Knope,Huh?
Leslie Knope,What?
Leslie Knope,I didn't say that.
Leslie Knope,Nobody.
Leslie Knope,Mark.
Leslie Knope,"Oh, my God!"
Leslie Knope,"Oh, my God."
Leslie Knope,Excuse me!
Leslie Knope,What are you doing?
Leslie Knope,What happened to the guy that was in that van?
Leslie Knope,What?
Leslie Knope,"Oh, my God!"
Leslie Knope,Andy!
Leslie Knope,Andy?
Leslie Knope,Oh!
Leslie Knope,Hey!
Leslie Knope,Wow.
Leslie Knope,"If you could just stop writing for a second, and just focus here, because--"
Leslie Knope,"Well, it doesn't seem to matter to the police!"
Leslie Knope,Let me ask you a question.
Leslie Knope,Is it the policy of the Pawnee Police Department to arrest people when they try to get into their own van?
Leslie Knope,No!
Leslie Knope,No!
Leslie Knope,No!
Leslie Knope,No.
Leslie Knope,"No, no, no, no, no!"
Leslie Knope,Fine.
Leslie Knope,I'd like to come with you.
Leslie Knope,"Your name's Dave, right? Can I call you Dave?"
Leslie Knope,"Hate to break it to you, Dave."
Leslie Knope,You really stepped in it.
Leslie Knope,"I'm a government employee, David, and so is your prisoner."
Leslie Knope,"If I wanted to, I could get on the horn, and I could have Ron Swanson down here, kicking down your doors."
Leslie Knope,"Yeah, that's right."
Leslie Knope,You heard me.
Leslie Knope,Ron Swanson.
Leslie Knope,Parks and Recreation.
Leslie Knope,Yes.
Leslie Knope,Do I stutter?
Leslie Knope,No.
Leslie Knope,"Look, that's what people think when they first meet him, but he's all talk."
Leslie Knope,It's just--
Leslie Knope,"Okay, look."
Leslie Knope,Tom and I were in that van together.
